raw,reference,residual
2.59,2.6661449275362292,-0.07614492753622937
2.5,2.6039033816425103,-0.10390338164251034
2.69,2.5688772946859886,0.12112270531401137
2.79,2.5366106280193215,0.25338937198067857
2.68,2.5102995169082107,0.16970048309178942
2.52,2.4761178743961336,0.043882125603866395
2.35,2.45966183574879,-0.10966183574878974
2.41,2.432885024154587,-0.02288502415458682
2.26,2.4160888888888863,-0.1560888888888865
2.23,2.384193236714974,-0.1541932367149741
2.32,2.344527536231882,-0.024527536231881975
2.33,2.297159420289853,0.0328405797101472
2.36,2.249567149758452,0.1104328502415477
2.39,2.2071304347826066,0.1828695652173935
2.28,2.1601874396135243,0.11981256038647548
2.11,2.1186550724637665,-0.008655072463766622
2.01,2.082311111111109,-0.07231111111110922
2.0,2.043851207729467,-0.043851207729467045
1.87,1.993706280193235,-0.12370628019323493
1.92,1.9316946859903363,-0.011694685990336406
1.87,1.87582608695652,-0.005826086956519871
1.83,1.8155980676328487,0.014401932367151371
1.74,1.7507188405797092,-0.010718840579709177
1.83,1.687455072463767,0.14254492753623316
1.75,1.626347826086956,0.12365217391304406
1.56,1.5648019323671487,-0.004801932367148654
1.41,1.5114995169082115,-0.10149951690821157
1.4,1.4648560386473415,-0.06485603864734157
1.4,1.415598067632849,-0.0155980676328491
1.34,1.3632946859903372,-0.023294685990337127
1.37,1.3297739130434767,0.04022608695652341
1.37,1.302558454106279,0.0674415458937212
1.3,1.2808657004830908,0.01913429951690926
1.17,1.2648869565217378,-0.09488695652173784
1.13,1.2526144927536222,-0.12261449275362235
1.15,1.245143961352656,-0.09514396135265613
1.14,1.2481893719806754,-0.10818937198067546
1.26,1.2490840579710132,0.010915942028986825
1.32,1.2522164251207717,0.06778357487922837
1.29,1.2460637681159406,0.043936231884059485
1.33,1.2292405797101433,0.10075942028985674
1.45,1.2177835748792256,0.23221642512077434
1.29,1.2117545893719794,0.0782454106280206
1.15,1.2150396135265686,-0.06503961352656873
1.19,1.212372946859902,-0.0223729468599021
1.15,1.2061932367149748,-0.05619323671497489
1.15,1.1953024154589358,-0.045302415458935874
1.06,1.1741855072463756,-0.11418550724637555
1.06,1.1397391304347815,-0.07973913043478142
1.14,1.100448309178743,0.03955169082125698
0.99,1.0585642512077287,-0.06856425120772869
0.99,1.023522705314009,-0.03352270531400903
1.17,0.9851188405797094,0.1848811594202905
1.13,0.9475265700483084,0.18247342995169147
0.99,0.9252541062801927,0.06474589371980732
0.82,0.8916309178743956,-0.07163091787439568
0.87,0.8523420289855067,0.01765797101449329
0.81,0.8095555555555554,0.00044444444444469156
0.64,0.7580888888888886,-0.11808888888888858
0.59,0.71103768115942,-0.12103768115942004
0.67,0.6591748792270529,0.010825120772947172
0.6,0.6113700483091786,-0.011370048309178649
0.66,0.5702280193236714,0.08977198067632863
0.55,0.5243381642512078,0.025661835748792217
0.52,0.48007342995169094,0.039926570048309074
0.51,0.4559072463768116,0.05409275362318838
0.37,0.44271111111111117,-0.07271111111111117
0.39,0.4309855072463767,-0.04098550724637667
0.29,0.4162125603864735,-0.1262125603864735
0.33,0.405375845410628,-0.07537584541062797
0.43,0.39331980676328504,0.03668019323671495
0.38,0.37209661835748786,0.007903381642512142
0.39,0.3495091787439613,0.0404908212560387
0.34,0.3369623188405797,0.0030376811594203246
0.36,0.32156135265700486,0.038438647342995125
0.35,0.3091014492753623,0.04089855072463766
0.38,0.29131207729468594,0.08868792270531406
0.34,0.2733816425120773,0.06661835748792272
0.26,0.25559033816425114,0.004409661835748868
0.2,0.2291864734299517,-0.029186473429951676
0.12,0.20319033816425125,-0.08319033816425125
0.13,0.1676289855072465,-0.0376289855072465
0.14,0.1329623188405799,0.007037681159420106
0.15,0.1111246376811596,0.038875362318840395
0.12,0.08220676328502435,0.03779323671497564
0.03,0.05789565217391323,-0.02789565217391323
0.0,0.03424154589371998,-0.03424154589371998
0.02,0.02589758454106298,-0.00589758454106298
0.02,0.020512077294686175,-0.0005120772946861744
0.0,0.022239613526570175,-0.022239613526570175
0.0,0.029918840579710216,-0.029918840579710216
0.0,0.03385893719806765,-0.03385893719806765
0.0,0.04188599033816424,-0.04188599033816424
0.05,0.04793623188405797,0.0020637681159420343
0.08,0.05777004830917874,0.02222995169082126
0.0,0.06822801932367148,-0.06822801932367148
0.13,0.07982222222222214,0.05017777777777786
